site_id,water,survey,year,nytme,nytmn,Detected
Stone Mill Brook2,Stone Mill Brook,795019,1995,450832,4735322,0
Stone Mill Brook3,Stone Mill Brook,795019,1995,449532,4736222,0
Stone Mill Brook4,Stone Mill Brook,795019,1995,448632,4736422,0
Stony Creek1,Stony Creek,408113,2008,484400,4715551,0
Stratton Mill Creek1,Stratton Mill Creek,722043,2022,431167,4662398,0
Strongs Brook1,Strongs Brook,705021,2005,434074,4696370,0
Strongs Brook3,Strongs Brook,705021,2005,431842,4702436,0
Sugar Creek1,Sugar Creek,894037,1994,284130,4676721,0
Sulphur Springs Creek1,Sulphur Springs Creek,704019,2004,381730,4682729,0
Sulphur Springs Creek1,Sulphur Springs Creek,704020,2004,382737,4682545,0
Sulphur Springs Creek2,Sulphur Springs Creek,704019,2004,381286,4680756,0
Sulphur Springs Creek2,Sulphur Springs Creek,704020,2004,383147,4683829,0
Sulphur Springs Creek3,Sulphur Springs Creek,704020,2004,381614,4680702,0
Sulphur Springs Creek4,Sulphur Springs Creek,704020,2004,380891,4679105,0
Susquehanna River1,Susquehanna River,414020,2014,494825,4699629,0
Susquehanna River1,Susquehanna River,416019,2016,505504,4714744,1
Susquehanna River1,Susquehanna River,419025,2019,496272,4699736,0
Susquehanna River1,Susquehanna River,422057,2022,496272,4699736,0
Susquehanna River1,Susquehanna River,707019,2007,419907,4661816,0
Susquehanna River1,Susquehanna River,709008,2009,419891,4661838,1
Susquehanna River1,Susquehanna River,712012,2012,419913,4661825,0
Susquehanna River1,Susquehanna River,719017,2019,433550,4654289,0
Susquehanna River1,Susquehanna River,722056,2022,428239,4661479,1
Susquehanna River1,Susquehanna River,723020,2023,428019,4661388,0
Susquehanna River1,Susquehanna River,725015,2025,433550,4654280,1
Susquehanna River1,Susquehanna River,791016,1991,390220,4659534,1
Susquehanna River1,Susquehanna River,792028,1992,424332,4660422,0
Susquehanna River1,Susquehanna River,793022,1993,419098,4662595,1
Susquehanna River1,Susquehanna River,794002,1994,424332,4660422,0
Susquehanna River1,Susquehanna River,795006,1995,424332,4660422,0
Susquehanna River1,Susquehanna River,795028,1995,449132,4650922,1
Susquehanna River10,Susquehanna River,793022,1993,429732,4661387,1
Susquehanna River11,Susquehanna River,795028,1995,450132,4663522,1
Susquehanna River12,Susquehanna River,791016,1991,404329,4660305,1
Susquehanna River12,Susquehanna River,795028,1995,449132,4664022,1
Susquehanna River13,Susquehanna River,790015,1990,386531,4653721,1
Susquehanna River13,Susquehanna River,795028,1995,449632,4670622,1
Susquehanna River14,Susquehanna River,790015,1990,384231,4653921,1
Susquehanna River14,Susquehanna River,791016,1991,392947,4659876,1
Susquehanna River14,Susquehanna River,795028,1995,449032,4669422,1
Susquehanna River15,Susquehanna River,790015,1990,382831,4654221,0
Susquehanna River15,Susquehanna River,791016,1991,402869,4661499,0
Susquehanna River15,Susquehanna River,795028,1995,451432,4666522,1
Susquehanna River16,Susquehanna River,790015,1990,380731,4654921,1
Susquehanna River16,Susquehanna River,791016,1991,389309,4657341,1
Susquehanna River16,Susquehanna River,795028,1995,450332,4671622,1
Susquehanna River17,Susquehanna River,790015,1990,379431,4655021,0
Susquehanna River18,Susquehanna River,790015,1990,378731,4653621,0
Susquehanna River19,Susquehanna River,790015,1990,378431,4651721,0
Susquehanna River2,Susquehanna River,416019,2016,505398,4713600,1
Susquehanna River2,Susquehanna River,419025,2019,501289,4705669,0
Susquehanna River2,Susquehanna River,707019,2007,405230,4658012,0
Susquehanna River2,Susquehanna River,712012,2012,395299,4661299,0
Susquehanna River2,Susquehanna River,716028,2016,395301,4661327,0
Susquehanna River2,Susquehanna River,719017,2019,419914,4661820,1
Susquehanna River2,Susquehanna River,722056,2022,410177,4659450,1
Susquehanna River2,Susquehanna River,723020,2023,410847,4659775,1
Susquehanna River2,Susquehanna River,724011,2024,419918,4661801,0
Susquehanna River2,Susquehanna River,791016,1991,389389,4657781,0
Susquehanna River2,Susquehanna River,792028,1992,418632,4663122,1
Susquehanna River2,Susquehanna River,793022,1993,418641,4662981,0
Susquehanna River2,Susquehanna River,794002,1994,418632,4663122,0
Susquehanna River2,Susquehanna River,795006,1995,419232,4662722,0
Susquehanna River2,Susquehanna River,795028,1995,449032,4653822,1
Susquehanna River3,Susquehanna River,419025,2019,506472,4726820,0
Susquehanna River3,Susquehanna River,716028,2016,405334,4657920,0
Susquehanna River3,Susquehanna River,719017,2019,410857,4659785,1
Susquehanna River3,Susquehanna River,725015,2025,419918,4661801,0
Susquehanna River3,Susquehanna River,791016,1991,390521,4659639,1
Susquehanna River3,Susquehanna River,793022,1993,417597,4662880,0
Susquehanna River3,Susquehanna River,794002,1994,417132,4662722,0
Susquehanna River3,Susquehanna River,795028,1995,449232,4655022,0
Susquehanna River4,Susquehanna River,716028,2016,410938,4659803,0
Susquehanna River4,Susquehanna River,723020,2023,378617,4654070,0
Susquehanna River4,Susquehanna River,724011,2024,405338,4657941,0
Susquehanna River4,Susquehanna River,725015,2025,410868,4659771,0
Susquehanna River4,Susquehanna River,791016,1991,391379,4659782,1
Susquehanna River4,Susquehanna River,793022,1993,415390,4661354,1
Susquehanna River4,Susquehanna River,795028,1995,449532,4655322,1
Susquehanna River5,Susquehanna River,719017,2019,395288,4661311,0
Susquehanna River5,Susquehanna River,723020,2023,378689,4654005,0
Susquehanna River5,Susquehanna River,725015,2025,405338,4657941,0
Susquehanna River5,Susquehanna River,791016,1991,394554,4660744,1
Susquehanna River5,Susquehanna River,794014,1994,434432,4652822,1
Susquehanna River5,Susquehanna River,795028,1995,447132,4658222,0
Susquehanna River6,Susquehanna River,716028,2016,428216,4661344,0
Susquehanna River6,Susquehanna River,719017,2019,405299,4657948,1
Susquehanna River6,Susquehanna River,725015,2025,395288,4661311,0
Susquehanna River6,Susquehanna River,791016,1991,404057,4661216,1
Susquehanna River6,Susquehanna River,793022,1993,409974,4659430,0
Susquehanna River6,Susquehanna River,794014,1994,434232,4653722,1
Susquehanna River6,Susquehanna River,795028,1995,446432,4663922,1
Susquehanna River7,Susquehanna River,716028,2016,433553,4654263,0
Susquehanna River7,Susquehanna River,791016,1991,404644,4658783,0
Susquehanna River7,Susquehanna River,793022,1993,414219,4661281,1
Susquehanna River7,Susquehanna River,794014,1994,433532,4654322,1
Susquehanna River7,Susquehanna River,795028,1995,446532,4662422,1
Susquehanna River8,Susquehanna River,793022,1993,411898,4660338,1
Susquehanna River8,Susquehanna River,794014,1994,433632,4655922,1
Susquehanna River8,Susquehanna River,795028,1995,447832,4656722,0
Susquehanna River9,Susquehanna River,791016,1991,389120,4657222,0
Susquehanna River9,Susquehanna River,793022,1993,430199,4661059,1
Susquehanna River9,Susquehanna River,794014,1994,433332,4657422,0
Switzer Brook1,Switzer Brook,814201,2014,296884,4708962,0
Tallette Creek1,Tallette Creek,711455,2011,474500,4729224,0
Tallette Creek2,Tallette Creek,711455,2011,470400,4736784,0
Tedle Brook1,Tedle Brook,409184,2009,518262,4700451,0
Tenmile Creek1,Tenmile Creek,810050,2010,304685,4707748,0
Tenmile Creek1,Tenmile Creek,889006,1989,299930,4700121,1
Tenmile Creek2,Tenmile Creek,889006,1989,301530,4703121,0
Tenmile Creek3,Tenmile Creek,889006,1989,303330,4704721,0
The Fly1,The Fly,409681,2009,476031,4687725,0
The Fly1,The Fly,419024,2019,475793,4688474,0
The Fly1,The Fly,421015,2021,475793,4688474,0
Thomas Creek1,Thomas Creek,708011,2008,429068,4672425,0
Thompson Brook1,Thompson Brook,710304,2010,437418,4723241,0
Thompson Creek1,Thompson Creek,711701,2011,458319,4712013,0
Thompson Creek2,Thompson Creek,711701,2011,462551,4716954,0
Thorp Brook1,Thorp Brook,408280,2008,475329,4704610,0
Tioga River1,Tioga River,803019,2003,322263,4661251,1
Treadwell Creek1,Treadwell Creek,405009,2005,489689,4690129,0
Treadwell Creek2,Treadwell Creek,405009,2005,492304,4688617,0
Treadwell Creek3,Treadwell Creek,405009,2005,495384,4688093,0
Treadwell Creek4,Treadwell Creek,405009,2005,498350,4688462,0
Treadwell Creek5,Treadwell Creek,405009,2005,501280,4687424,0
Troups Creek1,Troups Creek,894005,1994,292330,4653321,1
Trout Brook1,Trout Brook,409595,2009,508053,4739395,0
Trout Brook1,Trout Brook,422010,2022,508508,4739390,1
Trout Brook1,Trout Brook,787007,1987,409845,4716316,0
Trout Brook2,Trout Brook,787007,1987,411094,4716632,0
Trout Brook2,Trout Brook,798012,1998,413731,4716522,0
Trout Brook3,Trout Brook,798012,1998,412831,4716722,0
Trout Brook4,Trout Brook,798012,1998,411631,4716922,0
Trout Brook5,Trout Brook,798012,1998,410331,4716522,0
Trout Brook6,Trout Brook,798012,1998,408931,4716122,0
Trout Brook7,Trout Brook,798012,1998,407431,4715722,0
Trout Brook8,Trout Brook,798012,1998,407131,4715322,0
Trout Run1,Trout Run,810108,2010,309240,4704674,0
Trout Run2,Trout Run,810108,2010,309199,4704790,0
Trout Run2,Trout Run,892010,1992,309630,4704021,0
Trout Run3,Trout Run,810108,2010,308632,4705302,0
Trout Run3,Trout Run,892010,1992,308930,4705021,0
Trout Run4,Trout Run,892010,1992,308730,4707121,0
Trowbridge Creek1,Trowbridge Creek,705043,2005,439285,4652853,0
Trowbridge Creek2,Trowbridge Creek,705042,2005,439446,4652722,0
Trowbridge Creek3,Trowbridge Creek,705042,2005,440306,4655096,0
Turner Creek1,Turner Creek,708025,2008,453017,4701440,0
Turner Creek3,Turner Creek,708025,2008,451792,4706434,0
Tuscarora Creek1,Tuscarora Creek,803020,2003,314960,4663544,0
Twelvemile Creek1,Twelvemile Creek,810073,2010,305345,4714826,0
Unadilla River1,Unadilla River,419035,2019,480308,4743398,0
Unadilla River1,Unadilla River,621213,2021,487330,4748536,0
Unadilla River1,Unadilla River,689209,1989,482733,4746123,0
Unadilla River1,Unadilla River,698508,1998,491733,4751723,1
Unadilla River1,Unadilla River,712015,2012,479725,4739473,0
Unadilla River1,Unadilla River,791024,1991,479633,4739523,0
Unadilla River2,Unadilla River,621213,2021,484195,4747831,0
Unadilla River2,Unadilla River,689209,1989,490033,4750923,0
Unadilla River2,Unadilla River,698508,1998,493333,4751923,1
Unadilla River2,Unadilla River,791024,1991,479633,4739723,0
Unadilla River3,Unadilla River,698508,1998,490133,4750923,1
Unadilla River3,Unadilla River,791024,1991,479633,4741023,0
Unadilla River4,Unadilla River,698508,1998,484233,4747823,1
Unadilla River4,Unadilla River,791024,1991,480233,4743423,0
Van Camper Creek1,Van Camper Creek,810148,2010,292376,4691643,0
Van Camper Creek1,Van Camper Creek,893029,1993,292430,4691421,0
West Branch Great Brook1,West Branch Great Brook,711451,2011,467065,4713959,0
West Branch Great Brook2,West Branch Great Brook,711451,2011,465709,4717604,0
West Branch Handsome Broo1,West Branch Handsome Broo,409777,2009,486903,4685346,0
West Branch Handsome Broo2,West Branch Handsome Broo,409777,2009,488912,4683402,0
West Branch Handsome Broo3,West Branch Handsome Broo,409777,2009,491655,4681117,0
West Branch Otego Creek1,West Branch Otego Creek,407569,2007,494697,4715369,0
West Branch Otego Creek2,West Branch Otego Creek,407569,2007,493580,4718200,0
West Branch Otsdawa Creek2,West Branch Otsdawa Creek,409696,2009,484916,4696101,0
West Branch Owego Creek1,West Branch Owego Creek,703004,2003,397058,4683931,0
West Branch Owego Creek1,West Branch Owego Creek,703006,2003,397462,4688527,0
West Branch Owego Creek1,West Branch Owego Creek,719008,2019,397509,4688538,0
West Branch Owego Creek1,West Branch Owego Creek,725049,2025,397893,4690484,0
West Branch Owego Creek1,West Branch Owego Creek,792007,1992,398031,4689422,0
West Branch Owego Creek2,West Branch Owego Creek,703004,2003,397031,4684135,0
West Branch Owego Creek2,West Branch Owego Creek,719008,2019,396952,4685808,1
West Branch Owego Creek2,West Branch Owego Creek,725049,2025,397275,4687250,0
West Branch Owego Creek2,West Branch Owego Creek,792007,1992,398032,4675422,0
West Branch Owego Creek3,West Branch Owego Creek,703004,2003,396974,4684328,0
West Branch Owego Creek3,West Branch Owego Creek,719008,2019,397045,4683919,1
West Branch Owego Creek3,West Branch Owego Creek,792007,1992,397931,4677422,0
West Branch Owego Creek4,West Branch Owego Creek,719008,2019,397046,4681396,0
West Branch Owego Creek4,West Branch Owego Creek,792007,1992,397631,4679122,0
West Branch Owego Creek5,West Branch Owego Creek,719008,2019,397243,4680431,0
West Branch Owego Creek5,West Branch Owego Creek,792007,1992,397031,4681422,0
West Branch Owego Creek6,West Branch Owego Creek,719008,2019,397804,4690613,0
West Branch Owego Creek6,West Branch Owego Creek,792007,1992,396931,4684522,0
West Branch Owego Creek7,West Branch Owego Creek,792007,1992,397331,4687322,0
West Branch Owego Creek8,West Branch Owego Creek,792007,1992,393731,4692822,0
West Branch Owego Creek9,West Branch Owego Creek,792007,1992,397031,4691222,0
West Branch Tioughnioga R1,West Branch Tioughnioga R,701008,2001,404300,4717898,0
West Branch Tioughnioga R1,West Branch Tioughnioga R,720011,2020,403948,4717825,0
West Branch Tioughnioga R1,West Branch Tioughnioga R,787100,1987,404583,4717961,0
West Branch Tioughnioga R2,West Branch Tioughnioga R,720011,2020,403507,4720684,0
West Branch Tioughnioga R2,West Branch Tioughnioga R,787100,1987,403512,4720702,0
West Branch Tioughnioga R3,West Branch Tioughnioga R,720011,2020,403457,4724032,0
West Branch Tioughnioga R3,West Branch Tioughnioga R,787100,1987,403557,4722537,0
West Branch Tioughnioga R4,West Branch Tioughnioga R,787100,1987,403383,4723805,0
West Branch Tioughnioga R5,West Branch Tioughnioga R,787100,1987,404581,4726028,0
West Branch Tioughnioga R6,West Branch Tioughnioga R,787100,1987,407519,4731491,0
West Branch Tioughnioga R7,West Branch Tioughnioga R,787100,1987,407318,4733615,0
West Brook1,West Brook,711660,2011,459777,4720701,0
West Creek1,West Creek,810151,2010,308783,4709551,0
West Creek1,West Creek,815081,2015,306852,4706313,0
West Creek1,West Creek,816021,2016,306902,4706497,0
West Creek1,West Creek,892007,1992,309230,4710721,0
West Creek2,West Creek,711454,2011,472181,4739136,0
West Creek2,West Creek,810151,2010,306902,4706497,0
Whapanaka Brook3,Whapanaka Brook,711700,2011,457776,4715273,0
Wharton Creek1,Wharton Creek,407466,2007,491286,4706544,0
Wharton Creek2,Wharton Creek,407466,2007,487262,4712741,0
Wharton Creek3,Wharton Creek,408009,2008,487981,4738631,0
Wharton Creek4,Wharton Creek,408009,2008,486065,4734573,0
Wharton Creek7,Wharton Creek,408009,2008,480132,4726630,0
Wharton Creek8,Wharton Creek,408009,2008,478412,4724606,0
Wheaton Creek1,Wheaton Creek,409724,2009,481447,4694178,0
Wheeler Brook1,Wheeler Brook,705010,2005,440209,4685864,1
Wheeler Brook3,Wheeler Brook,705010,2005,443369,4686146,1
Whisky Creek1,Whisky Creek,892008,1992,331431,4663921,1
Whisky Creek2,Whisky Creek,892008,1992,331331,4662821,0
Whitney Brook1,Whitney Brook,409130,2009,509455,4709224,0
Willow Brook1,Willow Brook,409733,2009,478715,4682122,0
Willow Brook2,Willow Brook,409733,2009,479644,4680476,0
Willow Creek2,Willow Creek,707001,2007,393697,4690633,0
Wilson Creek1,Wilson Creek,793009,1993,402784,4677488,0
Wilson Creek2,Wilson Creek,793009,1993,403568,4677542,0
Wylie Brook1,Wylie Brook,705030,2005,447141,4682022,0
Wylie Brook1,Wylie Brook,715018,2015,448877,4671304,0
Wylie Brook1,Wylie Brook,721011,2021,447122,4682012,0
Wylie Brook1,Wylie Brook,725025,2025,448466,4675744,0
Wylie Brook1,Wylie Brook,787004,1987,449024,4671210,0
Wylie Brook2,Wylie Brook,705030,2005,447167,4682310,0
Wylie Brook2,Wylie Brook,715018,2015,447279,4678829,0
Wylie Brook2,Wylie Brook,721011,2021,446831,4680112,0
Wylie Brook2,Wylie Brook,724024,2024,446774,4679944,0
Wylie Brook2,Wylie Brook,787004,1987,448340,4675958,0
Wylie Brook3,Wylie Brook,787004,1987,447582,4678455,0
Wylie Brook4,Wylie Brook,787004,1987,446759,4679974,0
Wylie Brook5,Wylie Brook,787004,1987,447139,4681758,0
Yaleville Brook1,Yaleville Brook,711015,2011,457244,4693329,0
Yaleville Brook1,Yaleville Brook,712040,2012,457244,4693329,0
Yaleville Brook3,Yaleville Brook,712040,2012,457157,4691591,0
Yaleville Brook4,Yaleville Brook,712040,2012,459426,4688572,0
